code,title,points_r1_2021,points_r1_2020,points_r1_2019,Change 21 vs 20,21 vs 20,21 vs 19,20 vs 19,,,,,,
TR324,Film/Modern Language,,521,,Points decrease,,,,-521,0,521,FALSE,TRUE,FALSE
TR325,Film/History,,529,,Points decrease,,,,-529,0,529,FALSE,TRUE,FALSE
TR326,Geography/Modern Language,,352,,Points decrease,,,,-352,0,352,FALSE,TRUE,FALSE
TR332,Geography/Sociology,,498,,Points decrease,,,,-498,0,498,FALSE,TRUE,FALSE
TR443,History/History of Art and Architecture,,529,,Points decrease,,,,-529,0,529,FALSE,TRUE,FALSE
TR447,History/Modern Language,,529,,Points decrease,,,,-529,0,529,FALSE,TRUE,FALSE
TR449,History/Philosophy,,529,,Points decrease,,,,-529,0,529,FALSE,TRUE,FALSE
TR452,History/Sociology,,529,,Points decrease,,,,-529,0,529,FALSE,TRUE,FALSE
TR454,History/Religion,,529,,Points decrease,,,,-529,0,529,FALSE,TRUE,FALSE
TR455,History of Art and Architecture/Modern Language,,334,,Points decrease,,,,-334,0,334,FALSE,TRUE,FALSE
TR479,History of Art and Architecture/Philosophy,,499,,Points decrease,,,,-499,0,499,FALSE,TRUE,FALSE
TR547,Middle EasternJewish and Islamic Civ./Ancient History and Archaeology,,337,,Points decrease,,,,-337,0,337,FALSE,TRUE,FALSE
TR548,Middle EasternJewish and Islamic Civilisations/Classical Civilisation,,335,,Points decrease,,,,-335,0,335,FALSE,TRUE,FALSE
TR554,Middle EasternJewish and Islamic Civilisations/History,,529,,Points decrease,,,,-529,0,529,FALSE,TRUE,FALSE
TR563,Middle EasternJewish and Islamic Civilisations/Modern Language,,335,,Points decrease,,,,-335,0,335,FALSE,TRUE,FALSE
TR564,Middle EasternJewish and Islamic Civilisations/Music,,,,Points decrease,,,,0,0,0,TRUE,TRUE,TRUE
TR565,Middle EasternJewish and Islamic Civilisations/Religion,,342,,Points decrease,,,,-342,0,342,FALSE,TRUE,FALSE
TR597,Mathematics/Modern Language,,566,,Points decrease,,,,-566,0,566,FALSE,TRUE,FALSE
TR598,Mathematics/Music,,566,,Points decrease,,,,-566,0,566,FALSE,TRUE,FALSE
TR599,Mathematics/Philosophy,,566,,Points decrease,,,,-566,0,566,FALSE,TRUE,FALSE
TR629,Music/Philosophy,,499,,Points decrease,,,,-499,0,499,FALSE,TRUE,FALSE
TR635,Music/Drama Studies,,473,,Points decrease,,,,-473,0,473,FALSE,TRUE,FALSE
TR636,Music/Modern Language,,388,,Points decrease,,,,-388,0,388,FALSE,TRUE,FALSE
TR638,Music/Religion,,388,,Points decrease,,,,-388,0,388,FALSE,TRUE,FALSE
TR639,Philosophy/Modern Language,,499,,Points decrease,,,,-499,0,499,FALSE,TRUE,FALSE
TR662,Philosophy/Sociology,,499,,Points decrease,,,,-499,0,499,FALSE,TRUE,FALSE
TR663,Religion/Classical Civilisation,,342,,Points decrease,,,,-342,0,342,FALSE,TRUE,FALSE
TR664,Religion/English Literature,,498,,Points decrease,,,,-498,0,498,FALSE,TRUE,FALSE
TR665,Religion/History of Art and Architecture,,342,,Points decrease,,,,-342,0,342,FALSE,TRUE,FALSE
TR666,Religion/Modern Language,,,,Points decrease,,,,0,0,0,TRUE,TRUE,TRUE
TR667,French/Modern Language,,403,,Points decrease,,,,-403,0,403,FALSE,TRUE,FALSE
TR668,German/Modern Language,,389,,Points decrease,,,,-389,0,389,FALSE,TRUE,FALSE
TR669,Irish/Modern Language,,368,,Points decrease,,,,-368,0,368,FALSE,TRUE,FALSE
TR670,Italian/Modern Language,,381,,Points decrease,,,,-381,0,381,FALSE,TRUE,FALSE
TR671,Russian/Modern Language,,332,,Points decrease,,,,-332,0,332,FALSE,TRUE,FALSE
TR672,Spanish/Modern Language,,336,,Points decrease,,,,-336,0,336,FALSE,TRUE,FALSE
TR755,Sociology/Drama Studies,,498,,Points decrease,,,,-498,0,498,FALSE,TRUE,FALSE
TR756,Sociology/Modern Language,,498,,Points decrease,,,,-498,0,498,FALSE,TRUE,FALSE
TU803,Electronic Engineering,,243,,Points decrease,,,,-243,0,243,FALSE,TRUE,FALSE
TU806,Sustainable Energy Engineering,,262,,Points decrease,,,,-262,0,262,FALSE,TRUE,FALSE
TU808,Engineering Software,,260,,Points decrease,,,,-260,0,260,FALSE,TRUE,FALSE
TU809,Mechanical Engineering,,235,,Points decrease,,,,-235,0,235,FALSE,TRUE,FALSE
TU813,Automation Engineering,,218,,Points decrease,,,,-218,0,218,FALSE,TRUE,FALSE
TU873,Industrial Mathematics,,250,,Points decrease,,,,-250,0,250,FALSE,TRUE,FALSE
TU901,Business,,270,,Points decrease,,,,-270,0,270,FALSE,TRUE,FALSE
TU908,Management,,262,,Points decrease,,,,-262,0,262,FALSE,TRUE,FALSE
TU909,Accounting and Finance,,285,,Points decrease,,,,-285,0,285,FALSE,TRUE,FALSE
TU911,Accounting and Finance,,209,,Points decrease,,,,-209,0,209,FALSE,TRUE,FALSE
TU913,Business and Information Technology,,252,,Points decrease,,,,-252,0,252,FALSE,TRUE,FALSE
TU915,International Business,,252,,Points decrease,,,,-252,0,252,FALSE,TRUE,FALSE
TU916,International Business,,235,,Points decrease,,,,-235,0,235,FALSE,TRUE,FALSE
TU923,Marketing Management,,228,,Points decrease,,,,-228,0,228,FALSE,TRUE,FALSE
TU966,Languages and English Studies,,366,,Points decrease,,,,-366,0,366,FALSE,TRUE,FALSE
TU971,Contemporary Visual Culture,,290,,Points decrease,,,,-290,0,290,FALSE,TRUE,FALSE
TU972,Creative and Cultural Industries,,281,,Points decrease,,,,-281,0,281,FALSE,TRUE,FALSE
TU986,Print Media Technology and Management,,289,,Points decrease,,,,-289,0,289,FALSE,TRUE,FALSE
TU993,Early Childhood Care and Education,,270,,Points decrease,,,,-270,0,270,FALSE,TRUE,FALSE
TU994,Early Childhood Care and Education,,321,,Points decrease,,,,-321,0,321,FALSE,TRUE,FALSE
WD149,Early Childhood Studies,,271,288,Points decrease,,,-17,-271,-288,-17,FALSE,FALSE,TRUE
AL853,Accounting and Law,,,305,Points decrease,,,,0,-305,-305,TRUE,FALSE,FALSE
CW178,Sport Science (options),,,399,Points decrease,,,,0,-399,-399,TRUE,FALSE,FALSE
CK116,Sports Studies and Physical Education,,,499,Points decrease,,,,0,-499,-499,TRUE,FALSE,FALSE
CK502,Food Marketing and Entrepreneurship,,,433,Points decrease,,,,0,-433,-433,TRUE,FALSE,FALSE
CK506,International Development and Food Policy,,,367,Points decrease,,,,0,-367,-367,TRUE,FALSE,FALSE
DC005,Education - Primary Teaching - Irish Sign Language,,,316,Points decrease,,,,0,-316,-316,TRUE,FALSE,FALSE
DC167,Physics with Astronomy,,,434,Points decrease,,,,0,-434,-434,TRUE,FALSE,FALSE
DC171,Applied Physics,,,402,Points decrease,,,,0,-402,-402,TRUE,FALSE,FALSE
DC173,Physics with Biomedical Sciences,,,402,Points decrease,,,,0,-402,-402,TRUE,FALSE,FALSE
DT001,Product Design,,,433,Points decrease,,,,0,-433,-433,TRUE,FALSE,FALSE
DT028,Transport Operations and Technology,,,279,Points decrease,,,,0,-279,-279,TRUE,FALSE,FALSE
DT035,Electrical Services and Energy Management,,,293,Points decrease,,,,0,-293,-293,TRUE,FALSE,FALSE
DT066,Engineering (General Entry),,,400,Points decrease,,,,0,-400,-400,TRUE,FALSE,FALSE
DT101,Architecture (test and interview),,,618,Points decrease,,,,0,-618,-618,TRUE,FALSE,FALSE
DT106,Planning and Environmental Management,,,312,Points decrease,,,,0,-312,-312,TRUE,FALSE,FALSE
DT110,Property Economics (Valuation Surveying),,,367,Points decrease,,,,0,-367,-367,TRUE,FALSE,FALSE
DT111,Quantity Surveying and Construction Economics,,,391,Points decrease,,,,0,-391,-391,TRUE,FALSE,FALSE
DT112,Geographic Science,,,287,Points decrease,,,,0,-287,-287,TRUE,FALSE,FALSE
DT117,Construction Management,,,356,Points decrease,,,,0,-356,-356,TRUE,FALSE,FALSE
DT175,Architectural Technology,,,388,Points decrease,,,,0,-388,-388,TRUE,FALSE,FALSE
DT201,Science (General Entry),,,464,Points decrease,,,,0,-464,-464,TRUE,FALSE,FALSE
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,341,Points decrease,,,,0,-341,-341,TRUE,FALSE,FALSE
DT204,Biomedical Science,,,501,Points decrease,,,,0,-501,-501,TRUE,FALSE,FALSE
DT205,Mathematical Sciences,,,315,Points decrease,,,,0,-315,-315,TRUE,FALSE,FALSE
DT206,Biomedical and Molecular Diagnostics,,,473,Points decrease,,,,0,-473,-473,TRUE,FALSE,FALSE
DT211,Computer Science (Infrastructure),,,381,Points decrease,,,,0,-381,-381,TRUE,FALSE,FALSE
DT220,Industrial Mathematics,,,300,Points decrease,,,,0,-300,-300,TRUE,FALSE,FALSE
DT221,Physics with Energy and Environment,,,348,Points decrease,,,,0,-348,-348,TRUE,FALSE,FALSE
DT222,Physics Technology,,,321,Points decrease,,,,0,-321,-321,TRUE,FALSE,FALSE
DT223,Human Nutrition and Dietetics,,,553,Points decrease,,,,0,-553,-553,TRUE,FALSE,FALSE
DT224,Optometry,,,487,Points decrease,,,,0,-487,-487,TRUE,FALSE,FALSE
DT225,Public Health Nutrition,,,440,Points decrease,,,,0,-440,-440,TRUE,FALSE,FALSE
DT227,Science with Nanotechnology,,,312,Points decrease,,,,0,-312,-312,TRUE,FALSE,FALSE
DT228,Computer Science,,,451,Points decrease,,,,0,-451,-451,TRUE,FALSE,FALSE
DT229,Clinical Measurement Science,,,491,Points decrease,,,,0,-491,-491,TRUE,FALSE,FALSE
DT235,Physics with Medical Physics and Bioengineering,,,357,Points decrease,,,,0,-357,-357,TRUE,FALSE,FALSE
DT282,Computer Science (International),,,377,Points decrease,,,,0,-377,-377,TRUE,FALSE,FALSE
DT299,Chemical Sciences with Medicinal Chemistry,,,420,Points decrease,,,,0,-420,-420,TRUE,FALSE,FALSE
DT302,Business Analytics,,,325,Points decrease,,,,0,-325,-325,TRUE,FALSE,FALSE
DT304,E-Commerce in Retailing,,,341,Points decrease,,,,0,-341,-341,TRUE,FALSE,FALSE
DT321,Business and Law,,,462,Points decrease,,,,0,-462,-462,TRUE,FALSE,FALSE
DT341,Marketing,,,400,Points decrease,,,,0,-400,-400,TRUE,FALSE,FALSE
DT343,Retail and Services Management,,,301,Points decrease,,,,0,-301,-301,TRUE,FALSE,FALSE
DT354,Business Computing,,,322,Points decrease,,,,0,-322,-322,TRUE,FALSE,FALSE
DT358,Logistics and Supply Chain Management,,,300,Points decrease,,,,0,-300,-300,TRUE,FALSE,FALSE
DT365,Business and Management,,,440,Points decrease,,,,0,-440,-440,TRUE,FALSE,FALSE
DT366,Accounting and Finance,,,432,Points decrease,,,,0,-432,-432,TRUE,FALSE,FALSE
DT398,Human Resource Management,,,375,Points decrease,,,,0,-375,-375,TRUE,FALSE,FALSE
DT399,Economics and Finance,,,437,Points decrease,,,,0,-437,-437,TRUE,FALSE,FALSE
DT401,International Hospitality Management,,,300,Points decrease,,,,0,-300,-300,TRUE,FALSE,FALSE
DT405,Culinary Science,,,308,Points decrease,,,,0,-308,-308,TRUE,FALSE,FALSE
DT407,Culinary Arts,,,271,Points decrease,,,,0,-271,-271,TRUE,FALSE,FALSE
DT412,Tourism Marketing,,,284,Points decrease,,,,0,-284,-284,TRUE,FALSE,FALSE
DT413,Event Management,,,356,Points decrease,,,,0,-356,-356,TRUE,FALSE,FALSE
DT416,Culinary Entrepreneurship,,,275,Points decrease,,,,0,-275,-275,TRUE,FALSE,FALSE
DT420,Nutraceuticals in Health and Nutrition,,,392,Points decrease,,,,0,-392,-392,TRUE,FALSE,FALSE
DT421,Food Innovation,,,321,Points decrease,,,,0,-321,-321,TRUE,FALSE,FALSE
DT422,Pharmaceutical Healthcare,,,397,Points decrease,,,,0,-397,-397,TRUE,FALSE,FALSE
DT491,Environmental Health,,,343,Points decrease,,,,0,-343,-343,TRUE,FALSE,FALSE
DT501,Music,,,383,Points decrease,,,,0,-383,-383,TRUE,FALSE,FALSE
DT504,Film and Broadcasting,,,443,Points decrease,,,,0,-443,-443,TRUE,FALSE,FALSE
DT506,Commercial Modern Music,,,468,Points decrease,,,,0,-468,-468,TRUE,FALSE,FALSE
DT508,Game Design,,,403,Points decrease,,,,0,-403,-403,TRUE,FALSE,FALSE
DT517,Languages and English Studies,,,326,Points decrease,,,,0,-326,-326,TRUE,FALSE,FALSE
DT518,Languages and International Tourism,,,307,Points decrease,,,,0,-307,-307,TRUE,FALSE,FALSE
DT529,Drama (Performance),,,371,Points decrease,,,,0,-371,-371,TRUE,FALSE,FALSE
DT532,Law (LL.B.),,,422,Points decrease,,,,0,-422,-422,TRUE,FALSE,FALSE
DT533,Contemporary Visual Culture,,,,Points decrease,,,,0,0,0,TRUE,TRUE,TRUE
DT544,Interior Design,,,552,Points decrease,,,,0,-552,-552,TRUE,FALSE,FALSE
DT545,Design - Visual Communication,,,667,Points decrease,,,,0,-667,-667,TRUE,FALSE,FALSE
DT546,Fine Art,,,668,Points decrease,,,,0,-668,-668,TRUE,FALSE,FALSE
DT555,International Business and Languages,,,353,Points decrease,,,,0,-353,-353,TRUE,FALSE,FALSE
DT559,Photography,,,700,Points decrease,,,,0,-700,-700,TRUE,FALSE,FALSE
DT571,Social Care,,,394,Points decrease,,,,0,-394,-394,TRUE,FALSE,FALSE
DT572,Early Childhood Education,,,385,Points decrease,,,,0,-385,-385,TRUE,FALSE,FALSE
DT582,Journalism,,,347,Points decrease,,,,0,-347,-347,TRUE,FALSE,FALSE
DT596,Print Media Technology and Management,,,252,Points decrease,,,,0,-252,-252,TRUE,FALSE,FALSE
DT597,Creative and Cultural Industries,,,280,Points decrease,,,,0,-280,-280,TRUE,FALSE,FALSE
DL835,Creative Media Technologies,,,237,Points decrease,,,,0,-237,-237,TRUE,FALSE,FALSE
GC405,International Hospitality Management (Dublin),,,254,Points decrease,,,,0,-254,-254,TRUE,FALSE,FALSE
ID003,Business Studies with Chinese,,,,Points decrease,,,,0,0,0,TRUE,TRUE,TRUE
BN101,Business,,,252,Points decrease,,,,0,-252,-252,TRUE,FALSE,FALSE
BN103,Business and Information Technology,,,254,Points decrease,,,,0,-254,-254,TRUE,FALSE,FALSE
BN104,Computing (Information Technology),,,260,Points decrease,,,,0,-260,-260,TRUE,FALSE,FALSE
BN107,Applied Social Studies in Social Care,,,300,Points decrease,,,,0,-300,-300,TRUE,FALSE,FALSE
BN108,Engineering (Common Entry with Award options),,,271,Points decrease,,,,0,-271,-271,TRUE,FALSE,FALSE
BN109,Business (Common Entry with Award options),,,260,Points decrease,,,,0,-260,-260,TRUE,FALSE,FALSE
BN110,International Business,,,253,Points decrease,,,,0,-253,-253,TRUE,FALSE,FALSE
BN111,Sports Management and Coaching,,,270,Points decrease,,,,0,-270,-270,TRUE,FALSE,FALSE
BN112,Creative Digital Media,,,280,Points decrease,,,,0,-280,-280,TRUE,FALSE,FALSE
BN113,Horticulture,,,289,Points decrease,,,,0,-289,-289,TRUE,FALSE,FALSE
BN114,Accounting and Finance,,,280,Points decrease,,,,0,-280,-280,TRUE,FALSE,FALSE
BN115,Community and Youth Development,,,250,Points decrease,,,,0,-250,-250,TRUE,FALSE,FALSE
BN117,Computer Engineering in Mobile Systems,,,273,Points decrease,,,,0,-273,-273,TRUE,FALSE,FALSE
BN118,Early Childhood Care and Education,,,290,Points decrease,,,,0,-290,-290,TRUE,FALSE,FALSE
BN119,Digital Marketing,,,270,Points decrease,,,,0,-270,-270,TRUE,FALSE,FALSE
BN120,Digital Forensics and Cyber Security,,,281,Points decrease,,,,0,-281,-281,TRUE,FALSE,FALSE
BN121,Mechatronic Engineering,,,276,Points decrease,,,,0,-276,-276,TRUE,FALSE,FALSE
BN123,DesignTechnology and Innovation,,,297,Points decrease,,,,0,-297,-297,TRUE,FALSE,FALSE
TA022,Creative Digital Media,,,260,Points decrease,,,,0,-260,-260,TRUE,FALSE,FALSE
TA023,Advertising and Marketing Communications,,,235,Points decrease,,,,0,-235,-235,TRUE,FALSE,FALSE
TA024,Early Childhood Care and Education,,,217,Points decrease,,,,0,-217,-217,TRUE,FALSE,FALSE
TA025,Social Care Practice,,,261,Points decrease,,,,0,-261,-261,TRUE,FALSE,FALSE
TA026,International Hospitality and Tourism Management,,,208,Points decrease,,,,0,-208,-208,TRUE,FALSE,FALSE
TA027,Botanical Cuisine,,,236,Points decrease,,,,0,-236,-236,TRUE,FALSE,FALSE
TA028,Digital Marketing Technologies,,,220,Points decrease,,,,0,-220,-220,TRUE,FALSE,FALSE
TA121,Accounting and Finance,,,202,Points decrease,,,,0,-202,-202,TRUE,FALSE,FALSE
TA122,Management,,,218,Points decrease,,,,0,-218,-218,TRUE,FALSE,FALSE
TA123,Marketing Management,,,207,Points decrease,,,,0,-207,-207,TRUE,FALSE,FALSE
TA125,International Business,,,229,Points decrease,,,,0,-229,-229,TRUE,FALSE,FALSE
TA221,Electronic Engineering,,,251,Points decrease,,,,0,-251,-251,TRUE,FALSE,FALSE
TA222,Mechanical Engineering,,,243,Points decrease,,,,0,-243,-243,TRUE,FALSE,FALSE
TA223,Sustainable Energy Engineering,,,236,Points decrease,,,,0,-236,-236,TRUE,FALSE,FALSE
TA224,Biomedical Design,,,218,Points decrease,,,,0,-218,-218,TRUE,FALSE,FALSE
TA225,Automation Engineering,,,235,Points decrease,,,,0,-235,-235,TRUE,FALSE,FALSE
TA226,Engineering Software,,,243,Points decrease,,,,0,-243,-243,TRUE,FALSE,FALSE
TA321,Pharmaceutical Science,,,261,Points decrease,,,,0,-261,-261,TRUE,FALSE,FALSE
TA322,Computing,,,200,Points decrease,,,,0,-200,-200,TRUE,FALSE,FALSE
TA323,Computing with IT Management,,,243,Points decrease,,,,0,-243,-243,TRUE,FALSE,FALSE
TA326,DNA and Forensic Analysis,,,300,Points decrease,,,,0,-300,-300,TRUE,FALSE,FALSE
TA327,Sports Science and Health,,,341,Points decrease,,,,0,-341,-341,TRUE,FALSE,FALSE
TA328,Computing with Language (French/German/Spanish),,,218,Points decrease,,,,0,-218,-218,TRUE,FALSE,FALSE
TA329,Computing with Data Analytics,,,218,Points decrease,,,,0,-218,-218,TRUE,FALSE,FALSE
NC025,Data Science,,,297,Points decrease,,,,0,-297,-297,TRUE,FALSE,FALSE
GA385,Retail Management,,,219,Points decrease,,,,0,-219,-219,TRUE,FALSE,FALSE
LY218,Business - with Spanish/Irish options,,,298,Points decrease,,,,0,-298,-298,TRUE,FALSE,FALSE
CI101,Counselling and Psychotherapy (Limerick),,,276,Points decrease,,,,0,-276,-276,TRUE,FALSE,FALSE
LC411,Marketing and Management (Thurles),,,226,Points decrease,,,,0,-226,-226,TRUE,FALSE,FALSE
SG149,Business in Finance and Investment,,,262,Points decrease,,,,0,-262,-262,TRUE,FALSE,FALSE
SG441,Environmental Science,,,297,Points decrease,,,,0,-297,-297,TRUE,FALSE,FALSE
SG446,Applied Archaeology,,,289,Points decrease,,,,0,-289,-289,TRUE,FALSE,FALSE
TL803,Music Technology,,,264,Points decrease,,,,0,-264,-264,TRUE,FALSE,FALSE
TL812,Computing with Digital Media,,,369,Points decrease,,,,0,-369,-369,TRUE,FALSE,FALSE
WD148,Tourism Marketing,,,269,Points decrease,,,,0,-269,-269,TRUE,FALSE,FALSE
