code,title,points_r1_2021,points_r1_2020,points_r1_2019,21vs20,21vs19,20vs19,rating21vs20,rating20vs19,rating21vs19
LM122,Creative Media and Interaction Design (Digital Des,382.0,327.0,330.0,55.0,52.0,-3.0,Increase,Decrease,Increase
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,498.0,441.0,412.0,57.0,86.0,29.0,Increase,Increase,Increase
LM124,Mathematics (Math Science/Maths and Physics/Econom,455.0,437.0,427.0,18.0,28.0,10.0,Increase,Increase,Increase
LM125,Physics (Applied Physics or Mathematics and Physic,489.0,404.0,405.0,85.0,84.0,-1.0,Increase,Decrease,Increase
LM150,General Nursing,498.0,475.0,440.0,23.0,58.0,35.0,Increase,Increase,Increase
LM152,Mental Health Nursing,478.0,419.0,388.0,59.0,90.0,31.0,Increase,Increase,Increase
LM154,Intellectual Disability Nursing,462.0,420.0,381.0,42.0,81.0,39.0,Increase,Increase,Increase
LM156,Midwifery,521.0,469.0,429.0,52.0,92.0,40.0,Increase,Increase,Increase
MU001,Theology and Arts,294.0,290.0,290.0,4.0,4.0,0.0,Increase,No change,Increase
MU002,Theology,,440.0,292.0,,,148.0,Course for 1 year only,Increase,Course for 1 year only
MH001,Education - Primary Teaching (Froebel),564.0,507.0,496.0,57.0,68.0,11.0,Increase,Increase,Increase
MH002,Education - Primary Teaching - Gaeltacht Applicant,,,441.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH003,Early Childhood - Teaching and Learning (full-time,381.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH101,Arts,338.0,318.0,316.0,20.0,22.0,2.0,Increase,Increase,Increase
MH103,Music,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH106,Psychology - 3 years,554.0,521.0,495.0,33.0,59.0,26.0,Increase,Increase,Increase
MH107,Social Science,390.0,346.0,326.0,44.0,64.0,20.0,Increase,Increase,Increase
MH109,Media Studies,324.0,316.0,317.0,8.0,7.0,-1.0,Increase,Decrease,Increase
MH116,Community and Youth Work (Full-Time),,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH201,Science,401.0,360.0,350.0,41.0,51.0,10.0,Increase,Increase,Increase
MH202,Biotechnology,490.0,455.0,429.0,35.0,61.0,26.0,Increase,Increase,Increase
MH203,Biological and Geographical Sciences,451.0,430.0,,21.0,,,Increase,Course for 1 year only,Course for 1 year only
MH204,Physics with Astrophysics,422.0,422.0,420.0,0.0,2.0,2.0,No change,Increase,Increase
MH206,Theoretical Physics and Mathematics,521.0,510.0,498.0,11.0,23.0,12.0,Increase,Increase,Increase
MH207,Data Science,444.0,445.0,434.0,-1.0,10.0,11.0,Decrease,Increase,Increase
MH208,Biological and Biomedical Sciences,543.0,498.0,451.0,45.0,92.0,47.0,Increase,Increase,Increase
MH209,Psychology (through Science) - 4 years,529.0,498.0,473.0,31.0,56.0,25.0,Increase,Increase,Increase
MH210,Pharmaceutical and Biomedical Chemistry,510.0,487.0,446.0,23.0,64.0,41.0,Increase,Increase,Increase
MH212,Science|Maths and Computer Science|Mathematics (wi,452.0,422.0,444.0,30.0,8.0,-22.0,Increase,Decrease,Increase
MH304,Engineering (Computer/Electronic/Communications),351.0,333.0,371.0,18.0,-20.0,-38.0,Increase,Decrease,Decrease
MH305,Product Design,326.0,357.0,358.0,-31.0,-32.0,-1.0,Decrease,Decrease,Decrease
MH306,Robotics and Intelligent Devices,362.0,361.0,361.0,1.0,1.0,0.0,Increase,No change,Increase
MH401,Finance (options),370.0,357.0,352.0,13.0,18.0,5.0,Increase,Increase,Increase
MH402,Quantitative Finance,476.0,476.0,476.0,0.0,0.0,0.0,No change,No change,No change
MH403,Accounting and Finance,424.0,422.0,402.0,2.0,22.0,20.0,Increase,Increase,Increase
MH404,Business (options),441.0,430.0,400.0,11.0,41.0,30.0,Increase,Increase,Increase
MH407,Business and Accounting,423.0,420.0,401.0,3.0,22.0,19.0,Increase,Increase,Increase
MH411,Entrepreneurship,378.0,371.0,358.0,7.0,20.0,13.0,Increase,Increase,Increase
MH501,LLB Law - four year Single Major Law programme,507.0,473.0,451.0,34.0,56.0,22.0,Increase,Increase,Increase
MH502,Law (options),465.0,451.0,410.0,14.0,55.0,41.0,Increase,Increase,Increase
MH601,Computer Science through Arts (options),381.0,352.0,342.0,29.0,39.0,10.0,Increase,Increase,Increase
MH602,Computer Science through Science (options),400.0,351.0,357.0,49.0,43.0,-6.0,Increase,Decrease,Increase
MH603,Computational Thinking,520.0,532.0,520.0,-12.0,0.0,12.0,Decrease,Increase,No change
MH801,Early Childhood - Teaching and Learning (part-time,,327.0,347.0,,,-20.0,Course for 1 year only,Decrease,Course for 1 year only
MH802,Community and Youth Work (part-time  in service),,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH803,Local Studies/Community Studies (part-time  evenin,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
AS001,Education  Home Economics and Biology - with concu,542.0,510.0,456.0,32.0,86.0,54.0,Increase,Increase,Increase
AS002,Education  Home Economics and Religious Ed - with,464.0,441.0,400.0,23.0,64.0,41.0,Increase,Increase,Increase
AS003,Education  Home Economics and Irish - with concurr,463.0,440.0,421.0,23.0,42.0,19.0,Increase,Increase,Increase
AS051,Nutrition  Food and Business Management,378.0,328.0,337.0,50.0,41.0,-9.0,Increase,Decrease,Increase
AS054,Home Economics,440.0,408.0,387.0,32.0,53.0,21.0,Increase,Increase,Increase
AS110,General Nursing,440.0,419.0,391.0,21.0,49.0,28.0,Increase,Increase,Increase
AS130,Intellectual Disability Nursing,387.0,336.0,317.0,51.0,70.0,19.0,Increase,Increase,Increase
SG141,Business,262.0,261.0,252.0,1.0,10.0,9.0,Increase,Increase,Increase
SG145,Business and ICT,279.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG146,Accounting,304.0,309.0,307.0,-5.0,-3.0,2.0,Decrease,Increase,Decrease
SG147,Sport with Business,288.0,307.0,269.0,-19.0,19.0,38.0,Decrease,Increase,Increase
SG148,Tourism with Event Management,298.0,269.0,246.0,29.0,52.0,23.0,Increase,Increase,Increase
SG150,Business in Marketing,298.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG241,Performing Arts,341.0,328.0,279.0,13.0,62.0,49.0,Increase,Increase,Increase
SG242,Early Childhood Care and Education,287.0,279.0,278.0,8.0,9.0,1.0,Increase,Increase,Increase
SG243,Social Care Practice,309.0,301.0,297.0,8.0,12.0,4.0,Increase,Increase,Increase
SG244,Fine Art,501.0,505.0,355.0,-4.0,146.0,150.0,Decrease,Increase,Increase
SG245,Creative Design,332.0,282.0,261.0,50.0,71.0,21.0,Increase,Increase,Increase
SG246,Computing,316.0,290.0,295.0,26.0,21.0,-5.0,Increase,Decrease,Increase
SG247,English and Psychology,319.0,309.0,308.0,10.0,11.0,1.0,Increase,Increase,Increase
SG248,Sociology and Politics,298.0,281.0,282.0,17.0,16.0,-1.0,Increase,Decrease,Increase
SG249,Writing and Literature,308.0,297.0,279.0,11.0,29.0,18.0,Increase,Increase,Increase
SG252,Software Development,310.0,307.0,300.0,3.0,10.0,7.0,Increase,Increase,Increase
SG253,Computing in Computer Networks and Cyber Security,336.0,324.0,273.0,12.0,63.0,51.0,Increase,Increase,Increase
SG254,Writing and Literature Online,327.0,225.0,,102.0,,,Increase,Course for 1 year only,Course for 1 year only
SG255,Law and Business,291.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG341,General Engineering,373.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG342,Civil Engineering,418.0,415.0,,3.0,,,Increase,Course for 1 year only,Course for 1 year only
SG343,Quantity Surveying,300.0,311.0,261.0,-11.0,39.0,50.0,Decrease,Increase,Increase
SG344,Mechanical Engineering,412.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG346,Construction Project Management and Applied Techno,313.0,291.0,289.0,22.0,24.0,2.0,Increase,Increase,Increase
SG347,Architecture,403.0,360.0,309.0,43.0,94.0,51.0,Increase,Increase,Increase
SG348,Interior Architecture and Design,359.0,316.0,,43.0,,,Increase,Course for 1 year only,Course for 1 year only
SG349,Electronics and Self Driving Technologies,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG350,Robotics and Automation,384.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG442,Occupational Safety and Health,307.0,290.0,289.0,17.0,18.0,1.0,Increase,Increase,Increase
SG443,Human Nutrition,376.0,356.0,357.0,20.0,19.0,-1.0,Increase,Decrease,Increase
SG444,Science Undenominated,358.0,338.0,308.0,20.0,50.0,30.0,Increase,Increase,Increase
SG445,Pharmaceutical Science with Drug Development,357.0,311.0,347.0,46.0,10.0,-36.0,Increase,Decrease,Increase
SG447,Health Science and Physical Activity,326.0,328.0,316.0,-2.0,10.0,12.0,Decrease,Increase,Increase
SG448,Forensic Investigation and Analysis,308.0,306.0,306.0,2.0,2.0,0.0,Increase,No change,Increase
SG449,Medical Biotechnology,315.0,341.0,329.0,-26.0,-14.0,12.0,Decrease,Increase,Decrease
SG450,Environmental Science with Ecology (Level 8),310.0,300.0,,10.0,,,Increase,Course for 1 year only,Course for 1 year only
TL801,Animation  Visual Effects and Motion Design (Level,718.0,281.0,281.0,437.0,437.0,0.0,Increase,No change,Increase
TL802,TV  Radio and New Media (Level 8),322.0,325.0,306.0,-3.0,16.0,19.0,Decrease,Increase,Increase
TL810,Computing with Software Development,308.0,310.0,309.0,-2.0,-1.0,1.0,Decrease,Increase,Decrease
TL811,Computing with Games Development,322.0,358.0,310.0,-36.0,12.0,48.0,Decrease,Increase,Increase
TL815,Computing (Degree Award options),307.0,308.0,308.0,-1.0,-1.0,0.0,Decrease,No change,Decrease
TL823,Event Management (3 year programme),293.0,299.0,291.0,-6.0,2.0,8.0,Decrease,Increase,Increase
TL831,Business Studies (Major Specialism in: Acctng or M,306.0,306.0,307.0,0.0,-1.0,-1.0,No change,Decrease,Decrease
TL842,Construction Management,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TL844,Agricultural Engineering,301.0,300.0,311.0,1.0,-10.0,-11.0,Increase,Decrease,Decrease
TL845,Civil Engineering,361.0,325.0,300.0,36.0,61.0,25.0,Increase,Increase,Increase
TL847,Manufacturing Engineering,305.0,302.0,,3.0,,,Increase,Course for 1 year only,Course for 1 year only
TL848,Agricultural Science,307.0,308.0,331.0,-1.0,-24.0,-23.0,Decrease,Decrease,Decrease
TL851,Wildlife Biology (Degree Award options),309.0,309.0,310.0,0.0,-1.0,-1.0,No change,Decrease,Decrease
TL855,Pharmaceutical Science (Degree Award options),316.0,317.0,342.0,-1.0,-26.0,-25.0,Decrease,Decrease,Decrease
TL858,Veterinary Bioscience,317.0,308.0,326.0,9.0,-9.0,-18.0,Increase,Decrease,Decrease
TL871,Health and Leisure (Degree Award options),303.0,300.0,303.0,3.0,0.0,-3.0,Increase,Decrease,No change
TL872,Health and Leisure with Massage,314.0,309.0,288.0,5.0,26.0,21.0,Increase,Increase,Increase
TL873,Coaching and Sports Performance,308.0,289.0,282.0,19.0,26.0,7.0,Increase,Increase,Increase
TL874,Inclusive Sport and Physical Activity,341.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TL880,Early Childhood Care and Education,309.0,307.0,307.0,2.0,2.0,0.0,Increase,No change,Increase
TL881,Social Care,301.0,308.0,308.0,-7.0,-7.0,0.0,Decrease,No change,Decrease
TL889,Counselling with Addiction - Mature applicants onl,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TL890,General Nursing and Mature Applicants,463.0,440.0,407.0,23.0,56.0,33.0,Increase,Increase,Increase
TL891,Mental Health Nursing and Mature Applicants,440.0,389.0,367.0,51.0,73.0,22.0,Increase,Increase,Increase
WD001,Applied Computing (options),270.0,260.0,279.0,10.0,-9.0,-19.0,Increase,Decrease,Decrease
WD002,Science (options),279.0,308.0,302.0,-29.0,-23.0,6.0,Decrease,Increase,Decrease
WD005,Health Sciences (options),271.0,280.0,288.0,-9.0,-17.0,-8.0,Decrease,Decrease,Decrease
WD006,Exercise Sciences (options),270.0,280.0,282.0,-10.0,-12.0,-2.0,Decrease,Decrease,Decrease
WD007,Engineering (options),270.0,288.0,287.0,-18.0,-17.0,1.0,Decrease,Increase,Decrease
WD025,Construction Management and Engineering,262.0,269.0,269.0,-7.0,-7.0,0.0,Decrease,No change,Decrease
WD027,Music,321.0,262.0,290.0,59.0,31.0,-28.0,Increase,Decrease,Increase
WD048,Business (options),279.0,271.0,278.0,8.0,1.0,-7.0,Increase,Decrease,Increase
WD084,Accounting,308.0,308.0,307.0,0.0,1.0,1.0,No change,Increase,Increase
WD091,Hospitality Management,225.0,228.0,210.0,-3.0,15.0,18.0,Decrease,Increase,Increase
WD116,General Nursing,446.0,422.0,413.0,24.0,33.0,9.0,Increase,Increase,Increase
WD117,Psychiatric Nursing,415.0,366.0,361.0,49.0,54.0,5.0,Increase,Increase,Increase
WD120,Intellectual Disability Nursing,390.0,377.0,338.0,13.0,52.0,39.0,Increase,Increase,Increase
WD134,International Business,267.0,290.0,289.0,-23.0,-22.0,1.0,Decrease,Increase,Decrease
WD137,Design (Visual Communications),252.0,271.0,253.0,-19.0,-1.0,18.0,Decrease,Increase,Decrease
WD140,Laws,280.0,280.0,290.0,0.0,-10.0,-10.0,No change,Decrease,Decrease
WD144,Architecture,309.0,284.0,283.0,25.0,26.0,1.0,Increase,Increase,Increase
WD147,Pharmaceutical Science,288.0,293.0,298.0,-5.0,-10.0,-5.0,Decrease,Decrease,Decrease
WD150,Criminal Justice Studies,280.0,270.0,271.0,10.0,9.0,-1.0,Increase,Decrease,Increase
WD152,Visual Art,243.0,,253.0,,-10.0,,Course for 1 year only,Course for 1 year only,Decrease
WD161,Computer Forensics and Security,270.0,255.0,262.0,15.0,8.0,-7.0,Increase,Decrease,Increase
WD162,Quantity Surveying,226.0,216.0,260.0,10.0,-34.0,-44.0,Increase,Decrease,Decrease
WD163,Psychology,456.0,434.0,390.0,22.0,66.0,44.0,Increase,Increase,Increase
WD186,Sports Coaching and Performance,261.0,270.0,276.0,-9.0,-15.0,-6.0,Decrease,Decrease,Decrease
WD187,Social Science,276.0,272.0,271.0,4.0,5.0,1.0,Increase,Increase,Increase
WD191,Agricultural Science,377.0,377.0,378.0,0.0,-1.0,-1.0,No change,Decrease,Decrease
WD192,Social Care Practice,271.0,270.0,279.0,1.0,-8.0,-9.0,Increase,Decrease,Decrease
WD193,Marketing and Digital Media,279.0,271.0,290.0,8.0,-11.0,-19.0,Increase,Decrease,Decrease
WD194,Culinary Arts,237.0,217.0,235.0,20.0,2.0,-18.0,Increase,Decrease,Increase
WD195,Architectural and Building Information Modelling T,279.0,279.0,266.0,0.0,13.0,13.0,No change,Increase,Increase
WD200,Arts (options),201.0,,221.0,,-20.0,,Course for 1 year only,Course for 1 year only,Decrease
WD210,Software Systems Development,260.0,279.0,271.0,-19.0,-11.0,8.0,Decrease,Increase,Decrease
WD211,Creative Computing,270.0,271.0,275.0,-1.0,-5.0,-4.0,Decrease,Decrease,Decrease
WD212,Recreation and Sport Management,262.0,270.0,274.0,-8.0,-12.0,-4.0,Decrease,Decrease,Decrease
WD230,Mechanical and Manufacturing Engineering,230.0,253.0,273.0,-23.0,-43.0,-20.0,Decrease,Decrease,Decrease
WD231,Early Childhood Care and Education,266.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
WD232,Business Information Systems,261.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CR126,Popular Music: Drums at CIT Cork School of Music,,801.0,878.0,,,-77.0,Course for 1 year only,Decrease,Course for 1 year only
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,838.0,584.0,,,254.0,Course for 1 year only,Increase,Course for 1 year only
CR128,Popular Music: Keyboards at CIT Cork School of Music,,840.0,839.0,,,1.0,Course for 1 year only,Increase,Course for 1 year only
CR129,Popular Music: Voice at CIT Cork School of Music,,841.0,857.0,,,-16.0,Course for 1 year only,Decrease,Course for 1 year only
DB516,Financial Services,,,328.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC201,Common Entry into Science (Undenominated Entry),,498.0,454.0,,,44.0,Course for 1 year only,Increase,Course for 1 year only
DC239,Gaeilge Iriseoireacht agus na Meáin Dhigiteacha,,430.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DK860,Music (audition),,532.0,499.0,,,33.0,Course for 1 year only,Increase,Course for 1 year only
DL821,English Media and Cultural Studies,,212.0,211.0,,,1.0,Course for 1 year only,Increase,Course for 1 year only
DL828,3D Design Modelmaking and Digital Art,,506.0,691.0,,,-185.0,Course for 1 year only,Decrease,Course for 1 year only
DL829,Design for Stage and Screen (Costume Design),,593.0,817.0,,,-224.0,Course for 1 year only,Decrease,Course for 1 year only
DL830,Design for Stage and Screen (Character Makeup Design),,939.0,879.0,,,60.0,Course for 1 year only,Increase,Course for 1 year only
DL831,Design for Stage and Screen (Production Design),,781.0,893.0,,,-112.0,Course for 1 year only,Decrease,Course for 1 year only
DL834,Film and Television Production,,990.0,933.0,,,57.0,Course for 1 year only,Increase,Course for 1 year only
DN252,Dairy Business,,410.0,398.0,,,12.0,Course for 1 year only,Increase,Course for 1 year only
DN253,Agri - Environmental Sciences,,418.0,403.0,,,15.0,Course for 1 year only,Increase,Course for 1 year only
DN271,Forestry,,311.0,303.0,,,8.0,Course for 1 year only,Increase,Course for 1 year only
DN272,Horticulture Landscape and Sportsturf Management,,297.0,252.0,,,45.0,Course for 1 year only,Increase,Course for 1 year only
GC250,Communications and Media Production,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GC305,International Hospitality Management,,253.0,327.0,,,-74.0,Course for 1 year only,Decrease,Course for 1 year only
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,409.0,330.0,,,79.0,Course for 1 year only,Increase,Course for 1 year only
GY112,Arts with Film Studies,,321.0,338.0,,,-17.0,Course for 1 year only,Decrease,Course for 1 year only
GY120,Arts (Child Youth and Family: Policy and Practice),,350.0,309.0,,,41.0,Course for 1 year only,Increase,Course for 1 year only
GY121,Arts (Children`s Studies),,356.0,356.0,,,0.0,Course for 1 year only,No change,Course for 1 year only
GY124,Arts (Arts with Data Science),,454.0,434.0,,,20.0,Course for 1 year only,Increase,Course for 1 year only
GY126,Arts (English and Media Studies),,391.0,418.0,,,-27.0,Course for 1 year only,Decrease,Course for 1 year only
GY131,Arts (History and Globalisation Studies),,360.0,340.0,,,20.0,Course for 1 year only,Increase,Course for 1 year only
LC401,Early Childhood Education and Care,,297.0,298.0,,,-1.0,Course for 1 year only,Decrease,Course for 1 year only
LC414,Data Analytics and Cyber Security,,236.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LC434,Environmental Science and Agriculture,,297.0,278.0,,,19.0,Course for 1 year only,Increase,Course for 1 year only
LC613,Early Childhood Education and Care,,242.0,346.0,,,-104.0,Course for 1 year only,Decrease,Course for 1 year only
MH405,Equine Business,,357.0,357.0,,,0.0,Course for 1 year only,No change,Course for 1 year only
SG142,Business in International Marketing and Languages (French),,279.0,270.0,,,9.0,Course for 1 year only,Increase,Course for 1 year only
SG144,Business in International Marketing and Languages (Spanish),,270.0,280.0,,,-10.0,Course for 1 year only,Decrease,Course for 1 year only
SG250,Application Design and User Experience,,412.0,290.0,,,122.0,Course for 1 year only,Increase,Course for 1 year only
SG251,Computing (Smart Technologies),,327.0,303.0,,,24.0,Course for 1 year only,Increase,Course for 1 year only
TR012,History and Political Science,,555.0,532.0,,,23.0,Course for 1 year only,Increase,Course for 1 year only
TR017,Law and Business,,602.0,576.0,,,26.0,Course for 1 year only,Increase,Course for 1 year only
TR020,Law and Political Science,,602.0,567.0,,,35.0,Course for 1 year only,Increase,Course for 1 year only
TR029,Political Science and Geography,,526.0,477.0,,,49.0,Course for 1 year only,Increase,Course for 1 year only
TR082,Computer Science and Business,,555.0,510.0,,,45.0,Course for 1 year only,Increase,Course for 1 year only
TR083,Sociology and Social Policy,,498.0,451.0,,,47.0,Course for 1 year only,Increase,Course for 1 year only
TR111,Ancient History and Archaeology/Geography,,352.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR112,Ancient History and Archaeology/History,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR113,Ancient History and Archaeology/History of Art and Architecture,,337.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR114,Ancient History and Archaeology/Modern Language,,337.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR117,Ancient History and Archaeology/Religion,,342.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR166,Classical Civilisation/English Literature,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR173,Classical Civilisation/History of Art and Architecture,,335.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR177,Classical Civilisation/Modern Language,,335.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR179,Classical Civilisation/Philosophy,,499.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR198,Economics/Geography,,534.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR202,Economics/History,,534.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR207,Economics/Mathematics,,566.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR208,Economics/Modern Language,,534.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR209,Economics/Philosophy,,534.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR212,Economics/Sociology,,534.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR228,Classical Languages/English Literature,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR231,Classical Languages/History of Art and Architecture,,349.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR233,Classical Languages/Middle EasternJewish and Islamic Civilisations,,349.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR239,Classical Languages/Modern Language,,349.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR262,English Literature/History,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR263,English Literature/History of Art and Architecture,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR269,English Literature/Philosophy,,499.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR272,English Literature/Sociology,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR276,English Literature/Drama Studies,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR277,English Literature/Modern Language,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR311,Film/Drama Studies,,521.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR312,Film/English Literature,,521.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR320,Film/Music,,521.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR322,Geography/History,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR323,Drama Studies/Modern Language,,473.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR324,Film/Modern Language,,521.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR325,Film/History,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR326,Geography/Modern Language,,352.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR332,Geography/Sociology,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR443,History/History of Art and Architecture,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR447,History/Modern Language,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR449,History/Philosophy,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR452,History/Sociology,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR454,History/Religion,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR455,History of Art and Architecture/Modern Language,,334.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR479,History of Art and Architecture/Philosophy,,499.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR547,Middle EasternJewish and Islamic Civ./Ancient History and Archaeology,,337.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR548,Middle EasternJewish and Islamic Civilisations/Classical Civilisation,,335.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR554,Middle EasternJewish and Islamic Civilisations/History,,529.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR563,Middle EasternJewish and Islamic Civilisations/Modern Language,,335.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR564,Middle EasternJewish and Islamic Civilisations/Music,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR565,Middle EasternJewish and Islamic Civilisations/Religion,,342.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR597,Mathematics/Modern Language,,566.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR598,Mathematics/Music,,566.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR599,Mathematics/Philosophy,,566.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR629,Music/Philosophy,,499.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR635,Music/Drama Studies,,473.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR636,Music/Modern Language,,388.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR638,Music/Religion,,388.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR639,Philosophy/Modern Language,,499.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR662,Philosophy/Sociology,,499.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR663,Religion/Classical Civilisation,,342.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR664,Religion/English Literature,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR665,Religion/History of Art and Architecture,,342.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR666,Religion/Modern Language,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR667,French/Modern Language,,403.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR668,German/Modern Language,,389.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR669,Irish/Modern Language,,368.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR670,Italian/Modern Language,,381.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR671,Russian/Modern Language,,332.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR672,Spanish/Modern Language,,336.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR755,Sociology/Drama Studies,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR756,Sociology/Modern Language,,498.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU803,Electronic Engineering,,243.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU806,Sustainable Energy Engineering,,262.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU808,Engineering Software,,260.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU809,Mechanical Engineering,,235.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU813,Automation Engineering,,218.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
