code,title,points_r1_2021,points_r1_2020,points_r1_2019,Change 21 vs 20,21vs20,21vs19,20vs19,rating21vs20,rating20vs19,rating21vs19
LM068,,464.0,421.0,400.0,,43.0,64.0,21.0,Increase,Increase,Increase
LM076,,401.0,408.0,402.0,,-7.0,-1.0,6.0,Decrease,Increase,Decrease
LM077,,567.0,520.0,469.0,,47.0,98.0,51.0,Increase,Increase,Increase
LM082,,446.0,398.0,368.0,,48.0,78.0,30.0,Increase,Increase,Increase
LM089,,498.0,474.0,441.0,,24.0,57.0,33.0,Increase,Increase,Increase
LM090,,552.0,532.0,498.0,,20.0,54.0,34.0,Increase,Increase,Increase
LM091,,506.0,517.0,,,-11.0,,,Decrease,Course for 1 year only,Course for 1 year only
LM092,,521.0,507.0,478.0,,14.0,43.0,29.0,Increase,Increase,Increase
LM093,,367.0,339.0,338.0,,28.0,29.0,1.0,Increase,Increase,Increase
LM094,,475.0,440.0,405.0,,35.0,70.0,35.0,Increase,Increase,Increase
LM095,,425.0,367.0,358.0,,58.0,67.0,9.0,Increase,Increase,Increase
LM096,,454.0,405.0,382.0,,49.0,72.0,23.0,Increase,Increase,Increase
LM097,,465.0,402.0,,,63.0,,,Increase,Course for 1 year only,Course for 1 year only
LM099,,520.0,498.0,419.0,,22.0,101.0,79.0,Increase,Increase,Increase
LM100,,613.0,589.0,565.0,,24.0,48.0,24.0,Increase,Increase,Increase
LM101,,57.0,55.0,55.0,,2.0,2.0,0.0,Increase,No change,Increase
LM102,,534.0,509.0,495.0,,25.0,39.0,14.0,Increase,Increase,Increase
LM103,1,429.0,392.0,313.0,,37.0,116.0,79.0,Increase,Increase,Increase
LM105,,441.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LM115,,476.0,454.0,456.0,,22.0,20.0,-2.0,Increase,Decrease,Increase
LM116,,498.0,476.0,434.0,,22.0,64.0,42.0,Increase,Increase,Increase
LM118,,445.0,403.0,401.0,,42.0,44.0,2.0,Increase,Increase,Increase
LM121,,402.0,351.0,352.0,,51.0,50.0,-1.0,Increase,Decrease,Increase
LM122,,382.0,327.0,330.0,,55.0,52.0,-3.0,Increase,Decrease,Increase
LM123,,498.0,441.0,412.0,,57.0,86.0,29.0,Increase,Increase,Increase
LM124,,455.0,437.0,427.0,,18.0,28.0,10.0,Increase,Increase,Increase
LM125,,489.0,404.0,405.0,,85.0,84.0,-1.0,Increase,Decrease,Increase
LM150,,498.0,475.0,440.0,,23.0,58.0,35.0,Increase,Increase,Increase
LM152,,478.0,419.0,388.0,,59.0,90.0,31.0,Increase,Increase,Increase
LM154,,462.0,420.0,381.0,,42.0,81.0,39.0,Increase,Increase,Increase
LM156,,521.0,469.0,429.0,,52.0,92.0,40.0,Increase,Increase,Increase
MU001,,294.0,290.0,290.0,,4.0,4.0,0.0,Increase,No change,Increase
MU002,,,440.0,292.0,,,,148.0,Course for 1 year only,Increase,Course for 1 year only
MH001,,564.0,507.0,496.0,,57.0,68.0,11.0,Increase,Increase,Increase
MH002,,,,441.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH003,,381.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH101,,338.0,318.0,316.0,,20.0,22.0,2.0,Increase,Increase,Increase
MH103,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH106,3,554.0,521.0,495.0,,33.0,59.0,26.0,Increase,Increase,Increase
MH107,,390.0,346.0,326.0,,44.0,64.0,20.0,Increase,Increase,Increase
MH109,,324.0,316.0,317.0,,8.0,7.0,-1.0,Increase,Decrease,Increase
MH116,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH201,,401.0,360.0,350.0,,41.0,51.0,10.0,Increase,Increase,Increase
MH202,,490.0,455.0,429.0,,35.0,61.0,26.0,Increase,Increase,Increase
MH203,,451.0,430.0,,,21.0,,,Increase,Course for 1 year only,Course for 1 year only
MH204,,422.0,422.0,420.0,,0.0,2.0,2.0,No change,Increase,Increase
MH206,,521.0,510.0,498.0,,11.0,23.0,12.0,Increase,Increase,Increase
MH207,,444.0,445.0,434.0,,-1.0,10.0,11.0,Decrease,Increase,Increase
MH208,,543.0,498.0,451.0,,45.0,92.0,47.0,Increase,Increase,Increase
MH209,4,529.0,498.0,473.0,,31.0,56.0,25.0,Increase,Increase,Increase
MH210,,510.0,487.0,446.0,,23.0,64.0,41.0,Increase,Increase,Increase
MH212,,452.0,422.0,444.0,,30.0,8.0,-22.0,Increase,Decrease,Increase
MH304,,351.0,333.0,371.0,,18.0,-20.0,-38.0,Increase,Decrease,Decrease
MH305,,326.0,357.0,358.0,,-31.0,-32.0,-1.0,Decrease,Decrease,Decrease
MH306,,362.0,361.0,361.0,,1.0,1.0,0.0,Increase,No change,Increase
MH401,,370.0,357.0,352.0,,13.0,18.0,5.0,Increase,Increase,Increase
MH402,,476.0,476.0,476.0,,0.0,0.0,0.0,No change,No change,No change
MH403,,424.0,422.0,402.0,,2.0,22.0,20.0,Increase,Increase,Increase
MH404,,441.0,430.0,400.0,,11.0,41.0,30.0,Increase,Increase,Increase
MH407,,423.0,420.0,401.0,,3.0,22.0,19.0,Increase,Increase,Increase
MH411,,378.0,371.0,358.0,,7.0,20.0,13.0,Increase,Increase,Increase
MH501,,507.0,473.0,451.0,,34.0,56.0,22.0,Increase,Increase,Increase
MH502,,465.0,451.0,410.0,,14.0,55.0,41.0,Increase,Increase,Increase
MH601,,381.0,352.0,342.0,,29.0,39.0,10.0,Increase,Increase,Increase
MH602,,400.0,351.0,357.0,,49.0,43.0,-6.0,Increase,Decrease,Increase
MH603,,520.0,532.0,520.0,,-12.0,0.0,12.0,Decrease,Increase,No change
MH801,,,327.0,347.0,,,,-20.0,Course for 1 year only,Decrease,Course for 1 year only
MH802,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
MH803,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
AS001,,542.0,510.0,456.0,,32.0,86.0,54.0,Increase,Increase,Increase
AS002,,464.0,441.0,400.0,,23.0,64.0,41.0,Increase,Increase,Increase
AS003,,463.0,440.0,421.0,,23.0,42.0,19.0,Increase,Increase,Increase
AS051,,378.0,328.0,337.0,,50.0,41.0,-9.0,Increase,Decrease,Increase
AS054,,440.0,408.0,387.0,,32.0,53.0,21.0,Increase,Increase,Increase
AS110,,440.0,419.0,391.0,,21.0,49.0,28.0,Increase,Increase,Increase
AS130,,387.0,336.0,317.0,,51.0,70.0,19.0,Increase,Increase,Increase
SG141,,262.0,261.0,252.0,,1.0,10.0,9.0,Increase,Increase,Increase
SG145,,279.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG146,,304.0,309.0,307.0,,-5.0,-3.0,2.0,Decrease,Increase,Decrease
SG147,,288.0,307.0,269.0,,-19.0,19.0,38.0,Decrease,Increase,Increase
SG148,,298.0,269.0,246.0,,29.0,52.0,23.0,Increase,Increase,Increase
SG150,,298.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG241,,341.0,328.0,279.0,,13.0,62.0,49.0,Increase,Increase,Increase
SG242,,287.0,279.0,278.0,,8.0,9.0,1.0,Increase,Increase,Increase
SG243,,309.0,301.0,297.0,,8.0,12.0,4.0,Increase,Increase,Increase
SG244,,501.0,505.0,355.0,,-4.0,146.0,150.0,Decrease,Increase,Increase
SG245,,332.0,282.0,261.0,,50.0,71.0,21.0,Increase,Increase,Increase
SG246,,316.0,290.0,295.0,,26.0,21.0,-5.0,Increase,Decrease,Increase
SG247,,319.0,309.0,308.0,,10.0,11.0,1.0,Increase,Increase,Increase
SG248,,298.0,281.0,282.0,,17.0,16.0,-1.0,Increase,Decrease,Increase
SG249,,308.0,297.0,279.0,,11.0,29.0,18.0,Increase,Increase,Increase
SG252,,310.0,307.0,300.0,,3.0,10.0,7.0,Increase,Increase,Increase
SG253,,336.0,324.0,273.0,,12.0,63.0,51.0,Increase,Increase,Increase
SG254,,327.0,225.0,,,102.0,,,Increase,Course for 1 year only,Course for 1 year only
SG255,,291.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG341,,373.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG342,,418.0,415.0,,,3.0,,,Increase,Course for 1 year only,Course for 1 year only
SG343,,300.0,311.0,261.0,,-11.0,39.0,50.0,Decrease,Increase,Increase
SG344,,412.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG346,,313.0,291.0,289.0,,22.0,24.0,2.0,Increase,Increase,Increase
SG347,,403.0,360.0,309.0,,43.0,94.0,51.0,Increase,Increase,Increase
SG348,,359.0,316.0,,,43.0,,,Increase,Course for 1 year only,Course for 1 year only
SG349,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG350,,384.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG442,,307.0,290.0,289.0,,17.0,18.0,1.0,Increase,Increase,Increase
SG443,,376.0,356.0,357.0,,20.0,19.0,-1.0,Increase,Decrease,Increase
SG444,,358.0,338.0,308.0,,20.0,50.0,30.0,Increase,Increase,Increase
SG445,,357.0,311.0,347.0,,46.0,10.0,-36.0,Increase,Decrease,Increase
SG447,,326.0,328.0,316.0,,-2.0,10.0,12.0,Decrease,Increase,Increase
SG448,,308.0,306.0,306.0,,2.0,2.0,0.0,Increase,No change,Increase
SG449,,315.0,341.0,329.0,,-26.0,-14.0,12.0,Decrease,Increase,Decrease
SG450,8,310.0,300.0,,,10.0,,,Increase,Course for 1 year only,Course for 1 year only
TL801,,718.0,281.0,281.0,,437.0,437.0,0.0,Increase,No change,Increase
TL802,8,322.0,325.0,306.0,,-3.0,16.0,19.0,Decrease,Increase,Increase
TL810,,308.0,310.0,309.0,,-2.0,-1.0,1.0,Decrease,Increase,Decrease
TL811,,322.0,358.0,310.0,,-36.0,12.0,48.0,Decrease,Increase,Increase
TL815,,307.0,308.0,308.0,,-1.0,-1.0,0.0,Decrease,No change,Decrease
TL823,3,293.0,299.0,291.0,,-6.0,2.0,8.0,Decrease,Increase,Increase
TL831,,306.0,306.0,307.0,,0.0,-1.0,-1.0,No change,Decrease,Decrease
TL842,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TL844,,301.0,300.0,311.0,,1.0,-10.0,-11.0,Increase,Decrease,Decrease
TL845,,361.0,325.0,300.0,,36.0,61.0,25.0,Increase,Increase,Increase
TL847,,305.0,302.0,,,3.0,,,Increase,Course for 1 year only,Course for 1 year only
TL848,,307.0,308.0,331.0,,-1.0,-24.0,-23.0,Decrease,Decrease,Decrease
TL851,,309.0,309.0,310.0,,0.0,-1.0,-1.0,No change,Decrease,Decrease
TL855,,316.0,317.0,342.0,,-1.0,-26.0,-25.0,Decrease,Decrease,Decrease
TL858,,317.0,308.0,326.0,,9.0,-9.0,-18.0,Increase,Decrease,Decrease
TL871,,303.0,300.0,303.0,,3.0,0.0,-3.0,Increase,Decrease,No change
TL872,,314.0,309.0,288.0,,5.0,26.0,21.0,Increase,Increase,Increase
TL873,,308.0,289.0,282.0,,19.0,26.0,7.0,Increase,Increase,Increase
TL874,,341.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TL880,,309.0,307.0,307.0,,2.0,2.0,0.0,Increase,No change,Increase
TL881,,301.0,308.0,308.0,,-7.0,-7.0,0.0,Decrease,No change,Decrease
TL889,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TL890,,463.0,440.0,407.0,,23.0,56.0,33.0,Increase,Increase,Increase
TL891,,440.0,389.0,367.0,,51.0,73.0,22.0,Increase,Increase,Increase
WD001,,270.0,260.0,279.0,,10.0,-9.0,-19.0,Increase,Decrease,Decrease
WD002,,279.0,308.0,302.0,,-29.0,-23.0,6.0,Decrease,Increase,Decrease
WD005,,271.0,280.0,288.0,,-9.0,-17.0,-8.0,Decrease,Decrease,Decrease
WD006,,270.0,280.0,282.0,,-10.0,-12.0,-2.0,Decrease,Decrease,Decrease
WD007,,270.0,288.0,287.0,,-18.0,-17.0,1.0,Decrease,Increase,Decrease
WD025,,262.0,269.0,269.0,,-7.0,-7.0,0.0,Decrease,No change,Decrease
WD027,,321.0,262.0,290.0,,59.0,31.0,-28.0,Increase,Decrease,Increase
WD048,,279.0,271.0,278.0,,8.0,1.0,-7.0,Increase,Decrease,Increase
WD084,,308.0,308.0,307.0,,0.0,1.0,1.0,No change,Increase,Increase
WD091,,225.0,228.0,210.0,,-3.0,15.0,18.0,Decrease,Increase,Increase
WD116,,446.0,422.0,413.0,,24.0,33.0,9.0,Increase,Increase,Increase
WD117,,415.0,366.0,361.0,,49.0,54.0,5.0,Increase,Increase,Increase
WD120,,390.0,377.0,338.0,,13.0,52.0,39.0,Increase,Increase,Increase
WD134,,267.0,290.0,289.0,,-23.0,-22.0,1.0,Decrease,Increase,Decrease
WD137,,252.0,271.0,253.0,,-19.0,-1.0,18.0,Decrease,Increase,Decrease
WD140,,280.0,280.0,290.0,,0.0,-10.0,-10.0,No change,Decrease,Decrease
WD144,,309.0,284.0,283.0,,25.0,26.0,1.0,Increase,Increase,Increase
WD147,,288.0,293.0,298.0,,-5.0,-10.0,-5.0,Decrease,Decrease,Decrease
WD150,,280.0,270.0,271.0,,10.0,9.0,-1.0,Increase,Decrease,Increase
WD152,,243.0,,253.0,,,-10.0,,Course for 1 year only,Course for 1 year only,Decrease
WD161,,270.0,255.0,262.0,,15.0,8.0,-7.0,Increase,Decrease,Increase
WD162,,226.0,216.0,260.0,,10.0,-34.0,-44.0,Increase,Decrease,Decrease
WD163,,456.0,434.0,390.0,,22.0,66.0,44.0,Increase,Increase,Increase
WD186,,261.0,270.0,276.0,,-9.0,-15.0,-6.0,Decrease,Decrease,Decrease
WD187,,276.0,272.0,271.0,,4.0,5.0,1.0,Increase,Increase,Increase
WD191,,377.0,377.0,378.0,,0.0,-1.0,-1.0,No change,Decrease,Decrease
WD192,,271.0,270.0,279.0,,1.0,-8.0,-9.0,Increase,Decrease,Decrease
WD193,,279.0,271.0,290.0,,8.0,-11.0,-19.0,Increase,Decrease,Decrease
WD194,,237.0,217.0,235.0,,20.0,2.0,-18.0,Increase,Decrease,Increase
WD195,,279.0,279.0,266.0,,0.0,13.0,13.0,No change,Increase,Increase
WD200,,201.0,,221.0,,,-20.0,,Course for 1 year only,Course for 1 year only,Decrease
WD210,,260.0,279.0,271.0,,-19.0,-11.0,8.0,Decrease,Increase,Decrease
WD211,,270.0,271.0,275.0,,-1.0,-5.0,-4.0,Decrease,Decrease,Decrease
WD212,,262.0,270.0,274.0,,-8.0,-12.0,-4.0,Decrease,Decrease,Decrease
WD230,,230.0,253.0,273.0,,-23.0,-43.0,-20.0,Decrease,Decrease,Decrease
WD231,,266.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
WD232,,261.0,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CR126,,,801.0,878.0,,,,-77.0,Course for 1 year only,Decrease,Course for 1 year only
CR127,,,838.0,584.0,,,,254.0,Course for 1 year only,Increase,Course for 1 year only
CR128,,,840.0,839.0,,,,1.0,Course for 1 year only,Increase,Course for 1 year only
CR129,,,841.0,857.0,,,,-16.0,Course for 1 year only,Decrease,Course for 1 year only
DB516,,,,328.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC201,,,498.0,454.0,,,,44.0,Course for 1 year only,Increase,Course for 1 year only
DC239,,,430.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DK860,,,532.0,499.0,,,,33.0,Course for 1 year only,Increase,Course for 1 year only
DL821,,,212.0,211.0,,,,1.0,Course for 1 year only,Increase,Course for 1 year only
DL828,3,,506.0,691.0,,,,-185.0,Course for 1 year only,Decrease,Course for 1 year only
DL829,,,593.0,817.0,,,,-224.0,Course for 1 year only,Decrease,Course for 1 year only
DL830,,,939.0,879.0,,,,60.0,Course for 1 year only,Increase,Course for 1 year only
DL831,,,781.0,893.0,,,,-112.0,Course for 1 year only,Decrease,Course for 1 year only
DL834,,,990.0,933.0,,,,57.0,Course for 1 year only,Increase,Course for 1 year only
DN252,,,410.0,398.0,,,,12.0,Course for 1 year only,Increase,Course for 1 year only
DN253,,,418.0,403.0,,,,15.0,Course for 1 year only,Increase,Course for 1 year only
DN271,,,311.0,303.0,,,,8.0,Course for 1 year only,Increase,Course for 1 year only
DN272,,,297.0,252.0,,,,45.0,Course for 1 year only,Increase,Course for 1 year only
GC250,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GC305,,,253.0,327.0,,,,-74.0,Course for 1 year only,Decrease,Course for 1 year only
GY107,,,409.0,330.0,,,,79.0,Course for 1 year only,Increase,Course for 1 year only
GY112,,,321.0,338.0,,,,-17.0,Course for 1 year only,Decrease,Course for 1 year only
GY120,,,350.0,309.0,,,,41.0,Course for 1 year only,Increase,Course for 1 year only
GY121,,,356.0,356.0,,,,0.0,Course for 1 year only,No change,Course for 1 year only
GY124,,,454.0,434.0,,,,20.0,Course for 1 year only,Increase,Course for 1 year only
GY126,,,391.0,418.0,,,,-27.0,Course for 1 year only,Decrease,Course for 1 year only
GY131,,,360.0,340.0,,,,20.0,Course for 1 year only,Increase,Course for 1 year only
LC401,,,297.0,298.0,,,,-1.0,Course for 1 year only,Decrease,Course for 1 year only
LC414,,,236.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LC434,,,297.0,278.0,,,,19.0,Course for 1 year only,Increase,Course for 1 year only
LC613,,,242.0,346.0,,,,-104.0,Course for 1 year only,Decrease,Course for 1 year only
MH405,,,357.0,357.0,,,,0.0,Course for 1 year only,No change,Course for 1 year only
SG142,,,279.0,270.0,,,,9.0,Course for 1 year only,Increase,Course for 1 year only
SG144,,,270.0,280.0,,,,-10.0,Course for 1 year only,Decrease,Course for 1 year only
SG250,,,412.0,290.0,,,,122.0,Course for 1 year only,Increase,Course for 1 year only
SG251,,,327.0,303.0,,,,24.0,Course for 1 year only,Increase,Course for 1 year only
TR012,,,555.0,532.0,,,,23.0,Course for 1 year only,Increase,Course for 1 year only
TR017,,,602.0,576.0,,,,26.0,Course for 1 year only,Increase,Course for 1 year only
TR020,,,602.0,567.0,,,,35.0,Course for 1 year only,Increase,Course for 1 year only
TR029,,,526.0,477.0,,,,49.0,Course for 1 year only,Increase,Course for 1 year only
TR082,,,555.0,510.0,,,,45.0,Course for 1 year only,Increase,Course for 1 year only
TR083,,,498.0,451.0,,,,47.0,Course for 1 year only,Increase,Course for 1 year only
TR111,,,352.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR112,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR113,,,337.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR114,,,337.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR117,,,342.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR166,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR173,,,335.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR177,,,335.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR179,,,499.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR198,,,534.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR202,,,534.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR207,,,566.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR208,,,534.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR209,,,534.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR212,,,534.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR228,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR231,,,349.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR233,,,349.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR239,,,349.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR262,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR263,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR269,,,499.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR272,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR276,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR277,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR311,,,521.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR312,,,521.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR320,,,521.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR322,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR323,,,473.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR324,,,521.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR325,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR326,,,352.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR332,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR443,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR447,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR449,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR452,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR454,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR455,,,334.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR479,,,499.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR547,,,337.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR548,,,335.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR554,,,529.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR563,,,335.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR564,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR565,,,342.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR597,,,566.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR598,,,566.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR599,,,566.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR629,,,499.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR635,,,473.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR636,,,388.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR638,,,388.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR639,,,499.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR662,,,499.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR663,,,342.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR664,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR665,,,342.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR666,,,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR667,,,403.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR668,,,389.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR669,,,368.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR670,,,381.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR671,,,332.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR672,,,336.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR755,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TR756,,,498.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU803,,,243.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU806,,,262.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU808,,,260.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU809,,,235.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU813,,,218.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU873,,,250.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU901,,,270.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU908,,,262.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU909,,,285.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU911,,,209.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU913,,,252.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU915,,,252.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU916,,,235.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU923,,,228.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU966,,,366.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU971,,,290.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU972,,,281.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU986,,,289.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU993,,,270.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU994,,,321.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
WD149,,,271.0,288.0,,,,-17.0,Course for 1 year only,Decrease,Course for 1 year only
AL853,,,,305.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CW178,,,,399.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CK116,,,,499.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CK502,,,,433.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CK506,,,,367.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC005,,,,316.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC167,,,,434.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC171,,,,402.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC173,,,,402.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT001,,,,433.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT028,,,,279.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT035,,,,293.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT066,,,,400.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT101,,,,618.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT106,,,,312.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT110,,,,367.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT111,,,,391.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT112,,,,287.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT117,,,,356.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT175,,,,388.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT201,,,,464.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
